stage,model_name,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,sensitivity_mean,sensitivity_std,roc_auc_mean,roc_auc_std,f1_mean,f1_std,balanced_accuracy_mean,balanced_accuracy_std,training_time_seconds_mean,training_time_seconds_std,prediction_time_seconds_mean,prediction_time_seconds_std,model_size_mb,memory_usage_mb,accuracy_ci_low,accuracy_ci_high,precision_ci_low,precision_ci_high,recall_ci_low,recall_ci_high,specificity_ci_low,specificity_ci_high,sensitivity_ci_low,sensitivity_ci_high,roc_auc_ci_low,roc_auc_ci_high,f1_ci_low,f1_ci_high,balanced_accuracy_ci_low,balanced_accuracy_ci_high
before_optimization,logistic_regression,0.9656522964215272,0.0078118787043847,0.8873717711036955,0.0228034168561669,0.9172413793103448,0.0467746895387949,0.975693730729702,0.0056783493695245,0.9172413793103448,0.0467746895387949,0.9696062657263352,0.012911186071605,0.9012420253573448,0.0249693495385039,0.9464675550200232,0.0225953994071675,0.0127863535890355,0.0061562266046292,0.0006778003880754,0.0002545794964852,0.0057,0.0723,0.9559525678759581,0.9753520249670963,0.8590575893573602,0.9156859528500307,0.8591629312828649,0.9753198273378246,0.9686431287483404,0.9827443327110637,0.8591629312828649,0.9753198273378246,0.9535749108071134,0.985637620645557,0.8702384829768187,0.9322455677378708,0.9184116610511086,0.9745234489889378
before_optimization,decision_tree,0.9727387996618766,0.0088958432712803,0.93150762639083,0.0398370076245089,0.9103448275862068,0.0351656518178813,0.98568345323741,0.0090596313160697,0.9103448275862068,0.0351656518178813,0.9480141404118084,0.0174716081898469,0.919946260635916,0.0253539113996548,0.9480141404118086,0.0174716081898469,0.0058023008052259,0.0014414827349103,0.0002749444218352,6.834008427653597e-05,0.0093,0.0208,0.9616931513382646,0.9837844479854886,0.8820434482273084,0.9809718045543515,0.8666809037505748,0.9540087514218388,0.9744344351952469,0.9969324712795732,0.8666809037505748,0.9540087514218388,0.9263202735317535,0.9697080072918633,0.8884652216373167,0.9514272996345153,0.9263202735317537,0.9697080072918636
before_optimization,catboost,0.9751127078050156,0.004466046773739,0.914904420549582,0.0303319728466706,0.9448275862068968,0.0275862068965517,0.981387461459404,0.0073409933926824,0.9448275862068968,0.0275862068965517,0.9805939681752134,0.0132642632411024,0.928868865690205,0.012117971697749,0.96310752383315,0.0115901447768438,0.1636662593809887,0.0519202179869412,0.0014152206247672,0.0010702846890983,0.0721,0.0027,0.9695673783117698,0.9806580372982614,0.877242301871377,0.952566539227787,0.9105747862564482,0.9790803861573454,0.9722724142526585,0.9905025086661495,0.9105747862564482,0.9790803861573454,0.964124210046039,0.9970637263043878,0.9138224165018579,0.9439153148785521,0.9487164583297737,0.9774985893365263
